,Agent Name,Agency Name,Website,Contact Method,Debut Authors,Generes,Previous Clients,Location
589,Meg Ruley,Jane Rotrosen Agency,https://www.janerotrosen.com/,Email,None,"Fiction, Commercial Fiction, Romance, Thriller, Young Adult","Lisa Gardner, Robert Dalby, Beth Kendrick, Robert Dugoni","New York, US"
590,Barbara Berson,The Helen Heller Agency,https://thehelenhelleragency.com/,Email,None,"Fiction, Literary Fiction, Young Adult, Nonfiction, Narrative Nonfiction, Children's Book, Middle Grade","Corinne Clark, Amanda Ghazale Aziz, David Demchuk","Toronto, CA"
591,Sandra Bishop,Transatlantic Agency,https://www.transatlanticagency.com/,Email,None,"Nonfiction, Cookbook, Memoir, Self-Help","Maureen McQuerry, Carolyn Pizzuti, Rachel Stafford, Rebecca Eanes","Toronto, CA"
592,Hannah Mann,Writers House,http://www.writershouse.com/,Email,None,"Fiction, Graphic Novel, Young Adult, Children's Book, Middle Grade, Picture Book","Libby Babbott-Klein, Alexandra Thompson, Sarah Goodman, Kelly Baptist","New York, US"
593,Rachel Letofsky,CookeMcDermid,https://cookemcdermid.com/,Online submission form,None,"Fiction, Historical Fiction, Literary Fiction, Young Adult, Nonfiction, Narrative Nonfiction, Children's Book, Middle Grade, Commercial Fiction","Lee Edward Fodi, Cherie Dimaline, Ellen Keith","Toronto, CA"
594,Adam Chromy,Movable Type Management,https://www.movabletm.com/,Online submission form,None,"Fiction, Commercial Fiction, Nonfiction, Narrative Nonfiction","Max Fabricant, Michael Flocker, Susanne Dunlap, Michael Hogan","New York, US"
595,Stuart Krichevsky,"Stuart Krichevsky Literary Agency, Inc.",http://skagency.com/,Email,None,"Fiction, Action & Adventure, Commercial Fiction, Literary Fiction, Young Adult, Nonfiction, Memoir, Narrative Nonfiction, Politics","Sebastian Junger, Michael Scheuer, Ralph McInerny","New York, US"
596,Zoe Plant,The Bent Agency,http://www.thebentagency.com/,Email,None,"Fiction, Fantasy, Horror, Science Fiction, Young Adult, Children's Book, Middle Grade","Faridah Àbíké-Íyímídé, Grace Curtis, Amy Dillmann, Zeena Gosrani","London, GB"
597,Sarah Bedingfield,Levine Greenberg Rostan Literary Agency,https://lgrliterary.com/,Email,None,"Fiction, Commercial Fiction, Fantasy, Literary Fiction, Science Fiction, Thriller, Women's Fiction","Katie Lattari, Marissa Levien, Katherine St. John, Sarah Faring","New York, US"
598,Lalitha Ravindran,First Forays,http://firstforays.com/,Online submission form,☑️ Interested in debut authors,"Fiction, Historical Fiction, Literary Fiction, Romance, Nonfiction, Memoir, Narrative Nonfiction, Politics","Shirish Thorat, Aashish Gupta, Lata Gwalani, Sheba Ghosh, Abhimanyu Jamwal","New Delhi, IN"
599,Ella Kahn,Diamond Kahn & Woods Literary Agency,http://dkwlitagency.co.uk/,Email,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Historical Fiction, Science Fiction, Thriller, Young Adult, Nonfiction, Memoir, Narrative Nonfiction, Children's Book, Middle Grade, Diverse Fiction, BIPOC, LGBTQ","Daniel Aubrey, Meg Fee, Tom Huddleston, Sandra Lawrence, Natalie Hart","London, GB"
600,Elizabeth Wales,Wales Literary Agency,http://www.waleslit.com,Email,None,"Fiction, Commercial Fiction, Literary Fiction, Nonfiction, Memoir, Narrative Nonfiction, Politics, Diverse Fiction","Dan Savage, David Mas Masumoto, Julia A. Boyd, Robert Spector, Art Wolfe","Seattle, US"
601,Kurestin Armada,Root Literary,https://www.rootliterary.com/,Email,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Fantasy, Graphic Novel, Historical Fiction, Literary Fiction, Romance, Science Fiction, Young Adult, Nonfiction, Cookbook, Children's Book, Middle Grade, Diverse Fiction, BIPOC, LGBTQ, Horror, Picture Book","A.K. Larkwood, Claire Eliza Bartlett, K.A. Doore, Emily Tesh, Rachel Hoffman","Los Angeles, US"
602,Oliver Munson,A.M. Heath & Co. Ltd,https://amheath.com,Online submission form,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Crime Fiction, Fantasy, Science Fiction, Thriller, Nonfiction, Narrative Nonfiction, Sports","Mari Hannah, David Mark, Julia Chapman, Lauren Beukes","London, GB"
603,Linda S. Glaz,Hartline Literary Agency,https://www.hartlineagency.com/,Email,None,"Nonfiction, Christian","Karla Akins, Dennis Lambert, Jessica Nelson, Angela Couch","Pittsburgh, US"
604,Suhail Mathur,The Book Bakers Literary Consultancy,http://thebookbakers.blogspot.com/,Email,None,"Fiction, Commercial Fiction, Literary Fiction, Poetry, Short Story, Nonfiction, Memoir, Narrative Nonfiction, Politics, Self-Help, Spirituality, Sports","Neil D’Silva, Kulpreet Yadav, Anirban Bhattacharya, Nalin Verma","New Delhi, IN"
605,Pamela Hopkins,Hopkins Literary Associates,,Email,None,"Fiction, Romance, Women's Fiction","Madeline Hunter, Molly O'Keefe, Maggie Price","New York, US"
606,Bridget Wagner Matzie,Aevitas Creative Management,https://aevitascreative.com/,Online submission form,None,"Fiction, Commercial Fiction, Nonfiction, Memoir, Narrative Nonfiction, Politics","Jon Allen, Amie Parnes, Allan Lichtman, Mike Lofgren, Ratika Kapur","Washington, US"
607,Hannah Ferguson,Hardman & Swainson Literary Agency,http://www.hardmanswainson.com/,Email,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Crime Fiction, Literary Fiction, Thriller, Women's Fiction, Nonfiction, Narrative Nonfiction","James Bailey, Anna Bell, Isla Gordon, Siobhan Miller","London, GB"
608,Duvall Osteen,Aragi Inc.,http://www.aragi.net//,Email,None,"Humor, Nonfiction, Narrative Nonfiction","Jennifer Acker, Porter Fox, Time Lane, Marjorie Liu, Pablo Medina","New York, US"
609,Jack Byrne,Sternig & Byrne,https://sternig-byrne-agency.com/,Email,None,"Fiction, Fantasy, Horror, Mystery, Science Fiction","Katherine Addison, John Haefele, Kelly McCullough, Moira Moore","Milwaukee, US"
610,Jessica Felleman,Jennifer Lyons Literary Agency,https://www.jenniferlyonsliteraryagency.com/,Email,None,"Fiction, Commercial Fiction, Fantasy, Historical Fiction, Humor, Literary Fiction, Poetry, Science Fiction, Short Story, Women's Fiction, Young Adult, Nonfiction, Cookbook, Narrative Nonfiction, Diverse Fiction, LGBTQ","Kathleen Smith, Kelly Roman, Samia Khan","New York, US"
611,Priya Doraswamy,Lotus Lane Literary,http://www.lotuslit.com/,Email,None,"Fiction, Commercial Fiction, Historical Fiction, Literary Fiction, Nonfiction, Memoir, Narrative Nonfiction, Spirituality","Pia Padukone, Vito Racanelli, RV Raman, Thomas Richards, Lucy Riles, Tom Riles","New Delhi, IN"
612,Veronica Goldstein,Fletcher & Company,http://www.fletcherandco.com/,Email,None,"Fiction, Commercial Fiction, Literary Fiction, Nonfiction, Memoir, Narrative Nonfiction, Politics, Diverse Fiction, BIPOC, Feminism, LGBTQ","Daniel Sherrell, Alicia Puglionesi, Daisy Pitkin, Jennifer Nansubuga Makumbi","New York, US"
613,Alice Speilburg,Speilburg Literary Agency,http://speilburgliterary.com/,Online submission form,☑️ Interested in debut authors,"Fiction, Action & Adventure, Fantasy, Historical Fiction, Mystery, Science Fiction, Thriller, Women's Fiction, Young Adult, Nonfiction, Narrative Nonfiction, Diverse Fiction, BIPOC, LGBTQ","Melissa Lenhardt, Jennifer Mason-Black, Josh Noel, Erin Osmon","Louisville, US"
614,Mary Cummings,Great River Literary,http://greatriverliterary.com/,Email,None,"Fiction, Young Adult, Children's Book, Picture Book, Literary Fiction, Middle Grade","George Shannon, Joy Keller, Angela Dalton, Maggie Rudd, Dawn Young, Ariel Bernstein, Elizabeth Verdick","Los Angeles, US"
615,Anne McDermid,CookeMcDermid,https://cookemcdermid.com/,Online submission form,None,"Fiction, Commercial Fiction, Literary Fiction, Nonfiction, Narrative Nonfiction","Matt Cohen, Greg Hollingshead, David Adams Richards, Charles Montgomery","Toronto, CA"
616,Alan Nevins,Renaissance,https://renaissancemgmt.net/,Email,None,"Fiction, Crime Fiction, Fantasy, Mystery, Romance, Science Fiction, Thriller, Nonfiction, Business Book, Cookbook, Spirituality, Sports","Cher, Adam Wasson, Ali MacGraw, Bob Mackie, Goldie Hawn","Los Angeles, US"
617,Dana Newman,Dana Newman Literary,http://www.dananewman.com/,Email,None,"Fiction, Literary Fiction, Women's Fiction, Nonfiction, Business Book, Cookbook, Memoir, Narrative Nonfiction, Politics, Self-Help, Sports, Thriller","Kevin Hines, Lynne Martin, Caron Butler, Tracee Stanley, Jaime Harrison, Ann Jealous","Los Angeles, US"
618,Daniel Greenberg,Levine Greenberg Rostan Literary Agency,https://lgrliterary.com/,Email,None,"Humor, Nonfiction, Memoir, Narrative Nonfiction","Michelle McNamara, Chuck Klosterman, Brian Windhorst, Mike Isaac","New York, US"
619,Claudia Ballard,William Morris Endeavor,https://www.wmeagency.com/,Email,None,"Humor, Nonfiction, Memoir, Narrative Nonfiction","Marie-Helene Bertino, Emma Straub, Megan Amram, Charlie Kaufman, Eddie Joyce","Los Angeles, US"
620,Danielle Svetcov,Levine Greenberg Rostan Literary Agency,https://lgrliterary.com/,Email,None,"Humor, Nonfiction, Cookbook, Memoir, Narrative Nonfiction","Rachel Gross, Nicole Perlroth, Sophia Vincent-Guy, Mark Bittman, Joanna Robinson","New York, US"
621,Jenni Burke,Illuminate Agency,https://illuminateliterary.com/,Email,None,"Nonfiction, Business Book, Christian, Memoir, Self-Help, Spirituality","Jessica N. Turner, Paul J. Pastor","Portland, US"
622,Marie Brown,Marie Brown Associates,,Email,None,"Fiction, Commercial Fiction, Literary Fiction, Women's Fiction, Young Adult, Nonfiction, Business Book, Politics, Self-Help, Children's Book, Middle Grade, Diverse Fiction, African-American","Johnnetta B. Cole, Faith Ringgold, Susan L. Taylor, Randall N. Robinson, Trisha R. Thomas","New York, US"
623,Wendy Schmalz,Wendy Schmalz Agency,,,,"Fiction, Literary Fiction, Young Adult, Nonfiction, Narrative Nonfiction, Politics, Children's Book, Middle Grade","Alice Alexiou, Myla Goldberg, April Henry, Julie Anne Peters, Denise Vega, Kathy Charles",🌍 Location  -
624,Nicole Payne,Golden Wheat Literary,http://www.goldenwheatliterary.com/,Email,None,"Fiction, Action & Adventure, Commercial Fiction, Historical Fiction, Women's Fiction, Young Adult, Christian, Diverse Fiction",Building a client list,"Hays, US"
625,Diana Fox,Fox Literary,http://www.foxliterary.com/,Email,☑️ Interested in debut authors,"Fiction, Fantasy, Graphic Novel, Historical Fiction, Romance, Science Fiction, Thriller, Young Adult, Nonfiction, Memoir, Narrative Nonfiction, Spirituality","Jo Graham, Claudia Gray, Seanan McGuire, Sarah Kuhn, Nghi Vo","New York City, US"
626,Emily MacDonald,42 Management & Production,https://www.42mp.com/books,Email,None,"BIPOC, Crime Fiction, Diverse Fiction, Historical Fiction, Literary Fiction, Memoir, Narrative Nonfiction, Nonfiction, Thriller, Women's Fiction","Callum McSorley, Eleanor Tucker, Jenna Al-Ansari","London, GB"
627,Kate McKean,Howard Morhaim Literary Agency,https://www.morhaimliterary.com/,Email,None,"Fiction, Commercial Fiction, Fantasy, Graphic Novel, Historical Fiction, Humor, Literary Fiction, Science Fiction, Young Adult, Nonfiction, Memoir, Children's Book, Middle Grade, Diverse Fiction, LGBTQ","Daniel M. Lavery, Madeleine Roux, Brittany Gibbons","New York, US"
628,Linda Camacho,Gallt & Zacker Literary Agency,https://www.galltzacker.com/,Email,None,"Fiction, Commercial Fiction, Fantasy, Graphic Novel, Historical Fiction, Horror, Romance, Women's Fiction, Young Adult, Children's Book, Middle Grade","Yamile Saied Mendez, Olivia Valcarce, Adriana Herrera, Sarah Dvojack","Newark, US"
629,Anuj Bahri,Red Ink Literary and Film Agency,https://redinkliteraryagency.com/,Online submission form,☑️ Interested in debut authors,"Fiction, Crime Fiction, Fantasy, Mystery, Thriller, Nonfiction","Amish Tripathi, Gul Panag, Shweta Bachchan, Malini Agarwal","New Delhi, IN"
630,Jenny Darling,Jenny Darling & Associates,https://jennydarling.com.au/,Email,None,"Fiction, Nonfiction","Kristin Henry, Sian Prior, Travis Cotton, Tim Winton, Charlotte Wood","Melbourne, AU"
631,Rachel Brooks,BookEnds Literary Agency,http://www.bookendsliterary.com/,Online submission form,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Mystery, Romance, Women's Fiction, Young Adult, Diverse Fiction, #ownvoices, BIPOC, LGBTQ","Abby Collette, Gin Jones, Naima Simone, Tricia Levenseller, Farah Heron","Newark, US"
632,Adriann Ranta Zurhellen,Yfat Reiss Gendell Partners,https://yrgpartners.com/,Email,None,"Fiction, Fantasy, Mystery, Romance, Science Fiction, Thriller, Young Adult, Nonfiction, Spirituality, Children's Book","Kendare Blake, Peter Hoffmeister, Michelle Krys, Daniella Martin","New York, US"
633,Michelle Wolfson,Wolfson Literary Agency,http://www.wolfsonliterary.com/,Email,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Humor, Mystery, New Adult, Romance, Thriller, Women's Fiction, Young Adult, Nonfiction, Narrative Nonfiction, Self-Help, Feminism","Kiersten White, Kasie West, Tawna Fenske, Lauren Blakely","New York City, US"
634,Julie Gwinn,The Seymour Agency,https://theseymouragency.com/,Online submission form,☑️ Interested in debut authors,"Fiction, Nonfiction, Christian, Self-Help, Spirituality, Sports, Diverse Fiction","Claire Fullerton, Emily Goodwin, Laura Stroup Smith, Mindy Steele","New York City, US"
635,Kathryn Green,"Kathryn Green Literary Agency, LLC",http://www.kathryngreenliteraryagency.com/,Email,None,"Fiction, Mystery, Romance, Nonfiction, Historical Fiction, Humor, Middle Grade, Young Adult","Kate Albus, Laura Newman, Laurie Stolarz, Gregory Harris","New York, US"
636,Eugenie Furniss,42 Management & Production,https://www.42mp.com/books,Email,☑️ Interested in debut authors,"Commercial Fiction, Fiction, Historical Fiction, Memoir, Narrative Nonfiction, Nonfiction","Clare Balding, Catherine Bailey, Jessica Fellowes, Emily Maitlis, Matthew Reilly","London, GB"
637,Jane Cameron,Cameron Creswell Management,https://www.cameronsmanagement.com.au/,Email,None,"Fiction, Commercial Fiction, Literary Fiction, Nonfiction, Children's Book","Charles Massy,  Steve Lewis, Rachel Givney, Fiona Katauskas, Rachel Kelly","Sydney, AU"
638,Pamela Malpas,Jennifer Lyons Literary Agency,https://www.jenniferlyonsliteraryagency.com/,Email,None,"Fiction, Crime Fiction, Literary Fiction, Thriller, Nonfiction, Narrative Nonfiction","Katherine Forbes, J.D. Landis, Charlotte Wood, John Gierach","New York City, US"
639,Joyce Hart,Hartline Literary Agency,https://www.hartlineagency.com/agents-and-authors,Email,None,"Nonfiction, Christian","Lisa Godfrees, Pamela Griffin, Michael Carl, Melissa Ohden","Pittsburgh, US"
640,Megan Manzano,D4EO Literary Agency,https://www.d4eoliteraryagency.com/,Online submission form,None,"Fiction, Commercial Fiction, Fantasy, Science Fiction, Thriller, Young Adult, Children's Book, Middle Grade, Diverse Fiction, BIPOC, LGBTQ","Sabrina Kleckner, Cary Holladay","Tampa, US"
641,Renuka Chatterjee,Speaking Tiger Books,https://www.speakingtigerbooks.com/,Email,None,"Fiction, Commercial Fiction, Literary Fiction, Poetry, Young Adult, Nonfiction, Memoir, Narrative Nonfiction, Politics, Children's Book, Middle Grade, Picture Book","A.S. Panneerselvan, Alison Singh Gee, Aliyyah Eniath, Ajeet Cour, Karan Bajaj","New Delhi, IN"
642,Jana Burson,Christopher Ferebee,christopherferebee.com/,Email,None,"Nonfiction, Christian","Tiffini Filgore, Teresa Swanstrom Anderson","Los Angeles, US"
643,Shannon Marven,Dupree Miller & Associates,http://www.dupreemiller.com,Online submission form,None,"Nonfiction, Christian, Narrative Nonfiction, Spirituality","Rick Tamlyn, Phil McGraw, T.D. Jakes, Jim Wallis","Dallas, US"
644,Brenna English-Loeb,Transatlantic Agency,https://www.transatlanticagency.com/,Email,☑️ Interested in debut authors,"Fiction, Fantasy, Mystery, Science Fiction, Thriller, Young Adult, Crime Fiction","Mark Sampson, Kathleen Doughty, Genoveva Dimova","Toronto, CA"
645,Alice Tasman,Jean V. Naggar Literary Agency,http://www.jvnla.com/,Email,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Historical Fiction, Literary Fiction, Short Story, Thriller, Women's Fiction, Nonfiction, Memoir, Narrative Nonfiction, Children's Book, Middle Grade","Emily Gray Tedrowe, Dianne Dixon, Catherine Greenman, Stephen Wetta, Ellen Potter","New York City, US"
646,Steven Harris,CSG Literary Partners LLC,http://www.csgliterary.com/,Email,None,"Humor, Nonfiction, Business Book, Cookbook, Memoir, Narrative Nonfiction, Self-Help, Spirituality, Sports","Jennie Lee, Mike Robbins, Amy B. Scher, Andrea Owen","Newark, US"
647,Julia Kardon,Hannigan Salky Getzler Agency,http://hsgagency.com/,Online submission form,None,"Fiction, Commercial Fiction, Literary Fiction, Nonfiction, Memoir, Narrative Nonfiction, Diverse Fiction, Feminism, LGBTQ","Brit Bennett, Etaf Rum, John Freeman, Melissa Rivero, Alice Wong","New York, US"
648,Susan Ginsburg,Writers House,http://www.writershouse.com/,Email,None,"Fiction, Commercial Fiction, Literary Fiction, Nonfiction, Narrative Nonfiction, Memoir","Laura Spinella, Nina Godiwalla, Michele Jaffe, Mischa Berlinski, Eileen Goudge, Mark Scarbrough","New York, US"
649,Annabel Barker,Annabel Barker Agency,http://annabelbarker.com/,Email,None,"Fiction, Graphic Novel, Young Adult, Nonfiction, Narrative Nonfiction, Children's Book, Middle Grade, Picture Book, Diverse Fiction, BIPOC, LGBTQ","Felice Arena, Samantha Brennan, Allison Rushby, Chren Byng","Melbourne, AU"
